CI,Nombres,"Apellido Paterno","Apellido Materno",Email,Sexo,Colegio,Ciudad,Carrera,"Monto Pago","Metodo Pago","Nro Recibo",Materia,Grupo,"CI Docente","Nombre Docente","Apellido Docente","Profesion Docente","Hora Semanal Docente","Nota P1","Nota P2","Nota P3","Promedio Final","Estado Materia"
10000100,Laura,Rojas,Rodriguez,laura.rojas.10000100@test.com,F,"Domingo Savio",Tarija,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000100,MAT100,M003,10500008,Gabriela,Garcia,"Licenciado en Matematicas",30,5,20,14,39,Reprobado
10000100,Laura,Rojas,Rodriguez,laura.rojas.10000100@test.com,F,"Domingo Savio",Tarija,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000100,FIS100,M003,10500009,Miguel,Perez,Fisico,35,15,23,28,66,Aprobado
10000100,Laura,Rojas,Rodriguez,laura.rojas.10000100@test.com,F,"Domingo Savio",Tarija,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000100,INF100,M003,10500010,Valeria,Vargas,"Ingeniero Informatico",40,0,22,9,31,Reprobado
10000100,Laura,Rojas,Rodriguez,laura.rojas.10000100@test.com,F,"Domingo Savio",Tarija,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000100,LIN100,M003,10500011,Paula,Sanchez,"Licenciado en Filologia",30,23,32,27,82,Aprobado
10000101,Maria,Ramirez,Rojas,maria.ramirez.10000101@test.com,F,Marista,"La Paz","Ingenieria Informatica",700,PayPal,REC-TEST-10000101,MAT100,T001,10500012,Andres,Gomez,"Licenciado en Matematicas",34,23,23,24,70,Aprobado
10000101,Maria,Ramirez,Rojas,maria.ramirez.10000101@test.com,F,Marista,"La Paz","Ingenieria Informatica",700,PayPal,REC-TEST-10000101,FIS100,T001,10500013,Sofia,Rojas,Fisico,40,19,14,2,35,Reprobado
10000101,Maria,Ramirez,Rojas,maria.ramirez.10000101@test.com,F,Marista,"La Paz","Ingenieria Informatica",700,PayPal,REC-TEST-10000101,INF100,T001,10500014,Marta,Fernandez,"Ingeniero Informatico",20,31,7,4,42,Reprobado
10000101,Maria,Ramirez,Rojas,maria.ramirez.10000101@test.com,F,Marista,"La Paz","Ingenieria Informatica",700,PayPal,REC-TEST-10000101,LIN100,T001,10500015,Jorge,Sanchez,"Licenciado en Filologia",28,17,16,34,67,Aprobado
10000102,Laura,Rojas,Sanchez,laura.rojas.10000102@test.com,F,"Nacional Florida",Sucre,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000102,MAT100,T001,10500012,Andres,Gomez,"Licenciado en Matematicas",34,27,21,9,57,Reprobado
10000102,Laura,Rojas,Sanchez,laura.rojas.10000102@test.com,F,"Nacional Florida",Sucre,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000102,FIS100,T001,10500013,Sofia,Rojas,Fisico,40,29,33,9,71,Aprobado
10000102,Laura,Rojas,Sanchez,laura.rojas.10000102@test.com,F,"Nacional Florida",Sucre,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000102,INF100,T001,10500014,Marta,Fernandez,"Ingeniero Informatico",20,10,10,4,24,Reprobado
10000102,Laura,Rojas,Sanchez,laura.rojas.10000102@test.com,F,"Nacional Florida",Sucre,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000102,LIN100,T001,10500015,Jorge,Sanchez,"Licenciado en Filologia",28,10,10,16,36,Reprobado
10000103,Sofia,Rodriguez,Rodriguez,sofia.rodriguez.10000103@test.com,F,Evangelico,Tarija,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000103,MAT100,M003,10500008,Gabriela,Garcia,"Licenciado en Matematicas",30,26,31,24,81,Aprobado
10000103,Sofia,Rodriguez,Rodriguez,sofia.rodriguez.10000103@test.com,F,Evangelico,Tarija,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000103,FIS100,M003,10500009,Miguel,Perez,Fisico,35,31,27,17,75,Aprobado
10000103,Sofia,Rodriguez,Rodriguez,sofia.rodriguez.10000103@test.com,F,Evangelico,Tarija,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000103,INF100,M003,10500010,Valeria,Vargas,"Ingeniero Informatico",40,14,30,34,78,Aprobado
10000103,Sofia,Rodriguez,Rodriguez,sofia.rodriguez.10000103@test.com,F,Evangelico,Tarija,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000103,LIN100,M003,10500011,Paula,Sanchez,"Licenciado en Filologia",30,4,7,3,14,Reprobado
10000104,Sofia,Fernandez,Gomez,sofia.fernandez.10000104@test.com,F,Espana,Pando,"Ingenieria en Redes",700,PayPal,REC-TEST-10000104,MAT100,M001,10500000,Maria,Rodriguez,"Licenciado en Matematicas",37,29,3,15,47,Reprobado
10000104,Sofia,Fernandez,Gomez,sofia.fernandez.10000104@test.com,F,Espana,Pando,"Ingenieria en Redes",700,PayPal,REC-TEST-10000104,FIS100,M001,10500001,Fernando,Garcia,Fisico,11,0,13,25,38,Reprobado
10000104,Sofia,Fernandez,Gomez,sofia.fernandez.10000104@test.com,F,Espana,Pando,"Ingenieria en Redes",700,PayPal,REC-TEST-10000104,INF100,M001,10500002,Pedro,Lopez,"Ingeniero Informatico",15,16,23,32,71,Aprobado
10000104,Sofia,Fernandez,Gomez,sofia.fernandez.10000104@test.com,F,Espana,Pando,"Ingenieria en Redes",700,PayPal,REC-TEST-10000104,LIN100,M001,10500003,Pedro,Sanchez,"Licenciado en Filologia",30,2,23,25,50,Reprobado
10000105,Diego,Martinez,Gomez,diego.martinez.10000105@test.com,M,Marista,"La Paz","Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000105,MAT100,M003,10500008,Gabriela,Garcia,"Licenciado en Matematicas",30,29,7,27,63,Aprobado
10000105,Diego,Martinez,Gomez,diego.martinez.10000105@test.com,M,Marista,"La Paz","Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000105,FIS100,M003,10500009,Miguel,Perez,Fisico,35,25,3,25,53,Reprobado
10000105,Diego,Martinez,Gomez,diego.martinez.10000105@test.com,M,Marista,"La Paz","Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000105,INF100,M003,10500010,Valeria,Vargas,"Ingeniero Informatico",40,32,23,4,59,Reprobado
10000105,Diego,Martinez,Gomez,diego.martinez.10000105@test.com,M,Marista,"La Paz","Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000105,LIN100,M003,10500011,Paula,Sanchez,"Licenciado en Filologia",30,30,27,33,90,Aprobado
10000106,Miguel,Fernandez,Fernandez,miguel.fernandez.10000106@test.com,M,Marista,Sucre,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-10000106,MAT100,M002,10500004,Ricardo,Lopez,"Licenciado en Matematicas",21,31,15,21,67,Aprobado
10000106,Miguel,Fernandez,Fernandez,miguel.fernandez.10000106@test.com,M,Marista,Sucre,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-10000106,FIS100,M002,10500005,Jorge,Perez,Fisico,25,24,10,0,34,Reprobado
10000106,Miguel,Fernandez,Fernandez,miguel.fernandez.10000106@test.com,M,Marista,Sucre,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-10000106,INF100,M002,10500006,Carlos,Sanchez,"Ingeniero Informatico",24,1,14,32,47,Reprobado
10000106,Miguel,Fernandez,Fernandez,miguel.fernandez.10000106@test.com,M,Marista,Sucre,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-10000106,LIN100,M002,10500007,Jorge,Gomez,"Licenciado en Filologia",33,3,23,5,31,Reprobado
10000107,Fernando,Martinez,Martinez,fernando.martinez.10000107@test.com,M,Marista,"Santa Cruz","Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000107,MAT100,N001,10500016,Maria,Fernandez,"Licenciado en Matematicas",16,19,28,31,78,Aprobado
10000107,Fernando,Martinez,Martinez,fernando.martinez.10000107@test.com,M,Marista,"Santa Cruz","Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000107,FIS100,N001,10500017,Carlos,Gomez,Fisico,27,10,26,14,50,Reprobado
10000107,Fernando,Martinez,Martinez,fernando.martinez.10000107@test.com,M,Marista,"Santa Cruz","Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000107,INF100,N001,10500018,Paula,Rojas,"Ingeniero Informatico",20,3,5,18,26,Reprobado
10000107,Fernando,Martinez,Martinez,fernando.martinez.10000107@test.com,M,Marista,"Santa Cruz","Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000107,LIN100,N001,10500019,Elena,Martinez,"Licenciado en Filologia",27,6,6,29,41,Reprobado
10000108,Pedro,Ramirez,Torres,pedro.ramirez.10000108@test.com,M,Espana,Oruro,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000108,MAT100,T001,10500012,Andres,Gomez,"Licenciado en Matematicas",34,17,25,14,56,Reprobado
10000108,Pedro,Ramirez,Torres,pedro.ramirez.10000108@test.com,M,Espana,Oruro,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000108,FIS100,T001,10500013,Sofia,Rojas,Fisico,40,28,31,30,89,Aprobado
10000108,Pedro,Ramirez,Torres,pedro.ramirez.10000108@test.com,M,Espana,Oruro,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000108,INF100,T001,10500014,Marta,Fernandez,"Ingeniero Informatico",20,20,9,31,60,Aprobado
10000108,Pedro,Ramirez,Torres,pedro.ramirez.10000108@test.com,M,Espana,Oruro,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000108,LIN100,T001,10500015,Jorge,Sanchez,"Licenciado en Filologia",28,11,15,27,53,Reprobado
10000109,Sofia,Sanchez,Martinez,sofia.sanchez.10000109@test.com,F,Uboldi,Tarija,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000109,MAT100,T001,10500012,Andres,Gomez,"Licenciado en Matematicas",34,27,5,6,38,Reprobado
10000109,Sofia,Sanchez,Martinez,sofia.sanchez.10000109@test.com,F,Uboldi,Tarija,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000109,FIS100,T001,10500013,Sofia,Rojas,Fisico,40,16,6,26,48,Reprobado
10000109,Sofia,Sanchez,Martinez,sofia.sanchez.10000109@test.com,F,Uboldi,Tarija,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000109,INF100,T001,10500014,Marta,Fernandez,"Ingeniero Informatico",20,12,29,17,58,Reprobado
10000109,Sofia,Sanchez,Martinez,sofia.sanchez.10000109@test.com,F,Uboldi,Tarija,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000109,LIN100,T001,10500015,Jorge,Sanchez,"Licenciado en Filologia",28,13,28,22,63,Aprobado
10000110,Juan,Gomez,Gomez,juan.gomez.10000110@test.com,M,"Domingo Savio",Cochabamba,"Ingenieria Informatica",700,PayPal,REC-TEST-10000110,MAT100,M003,10500008,Gabriela,Garcia,"Licenciado en Matematicas",30,21,11,9,41,Reprobado
10000110,Juan,Gomez,Gomez,juan.gomez.10000110@test.com,M,"Domingo Savio",Cochabamba,"Ingenieria Informatica",700,PayPal,REC-TEST-10000110,FIS100,M003,10500009,Miguel,Perez,Fisico,35,15,17,8,40,Reprobado
10000110,Juan,Gomez,Gomez,juan.gomez.10000110@test.com,M,"Domingo Savio",Cochabamba,"Ingenieria Informatica",700,PayPal,REC-TEST-10000110,INF100,M003,10500010,Valeria,Vargas,"Ingeniero Informatico",40,15,32,3,50,Reprobado
10000110,Juan,Gomez,Gomez,juan.gomez.10000110@test.com,M,"Domingo Savio",Cochabamba,"Ingenieria Informatica",700,PayPal,REC-TEST-10000110,LIN100,M003,10500011,Paula,Sanchez,"Licenciado en Filologia",30,3,33,1,37,Reprobado
10000111,Pedro,Vargas,Martinez,pedro.vargas.10000111@test.com,M,Marista,Cochabamba,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000111,MAT100,M003,10500008,Gabriela,Garcia,"Licenciado en Matematicas",30,1,17,9,27,Reprobado
10000111,Pedro,Vargas,Martinez,pedro.vargas.10000111@test.com,M,Marista,Cochabamba,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000111,FIS100,M003,10500009,Miguel,Perez,Fisico,35,15,24,19,58,Reprobado
10000111,Pedro,Vargas,Martinez,pedro.vargas.10000111@test.com,M,Marista,Cochabamba,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000111,INF100,M003,10500010,Valeria,Vargas,"Ingeniero Informatico",40,4,8,8,20,Reprobado
10000111,Pedro,Vargas,Martinez,pedro.vargas.10000111@test.com,M,Marista,Cochabamba,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000111,LIN100,M003,10500011,Paula,Sanchez,"Licenciado en Filologia",30,5,0,19,24,Reprobado
10000112,Ana,Vargas,Ramirez,ana.vargas.10000112@test.com,F,"Nacional Florida","La Paz","Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-10000112,MAT100,T001,10500012,Andres,Gomez,"Licenciado en Matematicas",34,0,0,11,11,Reprobado
10000112,Ana,Vargas,Ramirez,ana.vargas.10000112@test.com,F,"Nacional Florida","La Paz","Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-10000112,FIS100,T001,10500013,Sofia,Rojas,Fisico,40,25,5,25,55,Reprobado
10000112,Ana,Vargas,Ramirez,ana.vargas.10000112@test.com,F,"Nacional Florida","La Paz","Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-10000112,INF100,T001,10500014,Marta,Fernandez,"Ingeniero Informatico",20,18,32,12,62,Aprobado
10000112,Ana,Vargas,Ramirez,ana.vargas.10000112@test.com,F,"Nacional Florida","La Paz","Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-10000112,LIN100,T001,10500015,Jorge,Sanchez,"Licenciado en Filologia",28,20,19,3,42,Reprobado
10000113,Laura,Rodriguez,Lopez,laura.rodriguez.10000113@test.com,F,"Nacional Florida",Potosi,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-10000113,MAT100,N001,10500016,Maria,Fernandez,"Licenciado en Matematicas",16,13,30,4,47,Reprobado
10000113,Laura,Rodriguez,Lopez,laura.rodriguez.10000113@test.com,F,"Nacional Florida",Potosi,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-10000113,FIS100,N001,10500017,Carlos,Gomez,Fisico,27,12,3,11,26,Reprobado
10000113,Laura,Rodriguez,Lopez,laura.rodriguez.10000113@test.com,F,"Nacional Florida",Potosi,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-10000113,INF100,N001,10500018,Paula,Rojas,"Ingeniero Informatico",20,8,0,16,24,Reprobado
10000113,Laura,Rodriguez,Lopez,laura.rodriguez.10000113@test.com,F,"Nacional Florida",Potosi,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-10000113,LIN100,N001,10500019,Elena,Martinez,"Licenciado en Filologia",27,23,16,1,40,Reprobado
10000114,Daniela,Sanchez,Perez,daniela.sanchez.10000114@test.com,F,Espana,Oruro,"Ingenieria Informatica",700,PayPal,REC-TEST-10000114,MAT100,M002,10500004,Ricardo,Lopez,"Licenciado en Matematicas",21,16,31,33,80,Aprobado
10000114,Daniela,Sanchez,Perez,daniela.sanchez.10000114@test.com,F,Espana,Oruro,"Ingenieria Informatica",700,PayPal,REC-TEST-10000114,FIS100,M002,10500005,Jorge,Perez,Fisico,25,0,9,20,29,Reprobado
10000114,Daniela,Sanchez,Perez,daniela.sanchez.10000114@test.com,F,Espana,Oruro,"Ingenieria Informatica",700,PayPal,REC-TEST-10000114,INF100,M002,10500006,Carlos,Sanchez,"Ingeniero Informatico",24,31,21,31,83,Aprobado
10000114,Daniela,Sanchez,Perez,daniela.sanchez.10000114@test.com,F,Espana,Oruro,"Ingenieria Informatica",700,PayPal,REC-TEST-10000114,LIN100,M002,10500007,Jorge,Gomez,"Licenciado en Filologia",33,20,17,3,40,Reprobado
10000115,Paula,Torres,Ramirez,paula.torres.10000115@test.com,F,Marista,Potosi,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-10000115,MAT100,M002,10500004,Ricardo,Lopez,"Licenciado en Matematicas",21,32,15,23,70,Aprobado
10000115,Paula,Torres,Ramirez,paula.torres.10000115@test.com,F,Marista,Potosi,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-10000115,FIS100,M002,10500005,Jorge,Perez,Fisico,25,0,19,14,33,Reprobado
10000115,Paula,Torres,Ramirez,paula.torres.10000115@test.com,F,Marista,Potosi,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-10000115,INF100,M002,10500006,Carlos,Sanchez,"Ingeniero Informatico",24,28,24,16,68,Aprobado
10000115,Paula,Torres,Ramirez,paula.torres.10000115@test.com,F,Marista,Potosi,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-10000115,LIN100,M002,10500007,Jorge,Gomez,"Licenciado en Filologia",33,27,20,33,80,Aprobado
10000116,Ricardo,Vargas,Sanchez,ricardo.vargas.10000116@test.com,M,"La Salle",Tarija,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-10000116,MAT100,M002,10500004,Ricardo,Lopez,"Licenciado en Matematicas",21,29,3,19,51,Reprobado
10000116,Ricardo,Vargas,Sanchez,ricardo.vargas.10000116@test.com,M,"La Salle",Tarija,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-10000116,FIS100,M002,10500005,Jorge,Perez,Fisico,25,7,17,17,41,Reprobado
10000116,Ricardo,Vargas,Sanchez,ricardo.vargas.10000116@test.com,M,"La Salle",Tarija,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-10000116,INF100,M002,10500006,Carlos,Sanchez,"Ingeniero Informatico",24,26,33,34,93,Aprobado
10000116,Ricardo,Vargas,Sanchez,ricardo.vargas.10000116@test.com,M,"La Salle",Tarija,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-10000116,LIN100,M002,10500007,Jorge,Gomez,"Licenciado en Filologia",33,10,2,7,19,Reprobado
10000117,Ana,Rodriguez,Ramirez,ana.rodriguez.10000117@test.com,F,"La Salle",Potosi,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000117,MAT100,M003,10500008,Gabriela,Garcia,"Licenciado en Matematicas",30,24,9,25,58,Reprobado
10000117,Ana,Rodriguez,Ramirez,ana.rodriguez.10000117@test.com,F,"La Salle",Potosi,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000117,FIS100,M003,10500009,Miguel,Perez,Fisico,35,2,9,4,15,Reprobado
10000117,Ana,Rodriguez,Ramirez,ana.rodriguez.10000117@test.com,F,"La Salle",Potosi,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000117,INF100,M003,10500010,Valeria,Vargas,"Ingeniero Informatico",40,9,31,9,49,Reprobado
10000117,Ana,Rodriguez,Ramirez,ana.rodriguez.10000117@test.com,F,"La Salle",Potosi,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000117,LIN100,M003,10500011,Paula,Sanchez,"Licenciado en Filologia",30,18,3,16,37,Reprobado
10000118,Marta,Torres,Fernandez,marta.torres.10000118@test.com,F,"Domingo Savio","Santa Cruz","Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-10000118,MAT100,T001,10500012,Andres,Gomez,"Licenciado en Matematicas",34,18,24,24,66,Aprobado
10000118,Marta,Torres,Fernandez,marta.torres.10000118@test.com,F,"Domingo Savio","Santa Cruz","Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-10000118,FIS100,T001,10500013,Sofia,Rojas,Fisico,40,0,25,34,59,Reprobado
10000118,Marta,Torres,Fernandez,marta.torres.10000118@test.com,F,"Domingo Savio","Santa Cruz","Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-10000118,INF100,T001,10500014,Marta,Fernandez,"Ingeniero Informatico",20,20,27,19,66,Aprobado
10000118,Marta,Torres,Fernandez,marta.torres.10000118@test.com,F,"Domingo Savio","Santa Cruz","Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-10000118,LIN100,T001,10500015,Jorge,Sanchez,"Licenciado en Filologia",28,18,16,5,39,Reprobado
10000119,Pedro,Perez,Ramirez,pedro.perez.10000119@test.com,M,Evangelico,"La Paz","Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000119,MAT100,M003,10500008,Gabriela,Garcia,"Licenciado en Matematicas",30,17,17,9,43,Reprobado
10000119,Pedro,Perez,Ramirez,pedro.perez.10000119@test.com,M,Evangelico,"La Paz","Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000119,FIS100,M003,10500009,Miguel,Perez,Fisico,35,0,14,3,17,Reprobado
10000119,Pedro,Perez,Ramirez,pedro.perez.10000119@test.com,M,Evangelico,"La Paz","Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000119,INF100,M003,10500010,Valeria,Vargas,"Ingeniero Informatico",40,32,23,32,87,Aprobado
10000119,Pedro,Perez,Ramirez,pedro.perez.10000119@test.com,M,Evangelico,"La Paz","Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000119,LIN100,M003,10500011,Paula,Sanchez,"Licenciado en Filologia",30,3,15,17,35,Reprobado
10000120,Luis,Torres,Gomez,luis.torres.10000120@test.com,M,Espana,"La Paz","Ingenieria de Sistemas",700,PayPal,REC-TEST-10000120,MAT100,T001,10500012,Andres,Gomez,"Licenciado en Matematicas",34,18,19,22,59,Reprobado
10000120,Luis,Torres,Gomez,luis.torres.10000120@test.com,M,Espana,"La Paz","Ingenieria de Sistemas",700,PayPal,REC-TEST-10000120,FIS100,T001,10500013,Sofia,Rojas,Fisico,40,29,18,9,56,Reprobado
10000120,Luis,Torres,Gomez,luis.torres.10000120@test.com,M,Espana,"La Paz","Ingenieria de Sistemas",700,PayPal,REC-TEST-10000120,INF100,T001,10500014,Marta,Fernandez,"Ingeniero Informatico",20,31,33,22,86,Aprobado
10000120,Luis,Torres,Gomez,luis.torres.10000120@test.com,M,Espana,"La Paz","Ingenieria de Sistemas",700,PayPal,REC-TEST-10000120,LIN100,T001,10500015,Jorge,Sanchez,"Licenciado en Filologia",28,18,31,28,77,Aprobado
10000121,Luis,Fernandez,Gomez,luis.fernandez.10000121@test.com,M,"La Salle",Cochabamba,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-10000121,MAT100,M003,10500008,Gabriela,Garcia,"Licenciado en Matematicas",30,29,32,24,85,Aprobado
10000121,Luis,Fernandez,Gomez,luis.fernandez.10000121@test.com,M,"La Salle",Cochabamba,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-10000121,FIS100,M003,10500009,Miguel,Perez,Fisico,35,25,13,7,45,Reprobado
10000121,Luis,Fernandez,Gomez,luis.fernandez.10000121@test.com,M,"La Salle",Cochabamba,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-10000121,INF100,M003,10500010,Valeria,Vargas,"Ingeniero Informatico",40,20,24,29,73,Aprobado
10000121,Luis,Fernandez,Gomez,luis.fernandez.10000121@test.com,M,"La Salle",Cochabamba,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-10000121,LIN100,M003,10500011,Paula,Sanchez,"Licenciado en Filologia",30,0,12,29,41,Reprobado
10000122,Paula,Ramirez,Garcia,paula.ramirez.10000122@test.com,F,"La Salle","La Paz","Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-10000122,MAT100,N001,10500016,Maria,Fernandez,"Licenciado en Matematicas",16,20,33,30,83,Aprobado
10000122,Paula,Ramirez,Garcia,paula.ramirez.10000122@test.com,F,"La Salle","La Paz","Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-10000122,FIS100,N001,10500017,Carlos,Gomez,Fisico,27,33,22,18,73,Aprobado
10000122,Paula,Ramirez,Garcia,paula.ramirez.10000122@test.com,F,"La Salle","La Paz","Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-10000122,INF100,N001,10500018,Paula,Rojas,"Ingeniero Informatico",20,33,13,17,63,Aprobado
10000122,Paula,Ramirez,Garcia,paula.ramirez.10000122@test.com,F,"La Salle","La Paz","Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-10000122,LIN100,N001,10500019,Elena,Martinez,"Licenciado en Filologia",27,26,27,34,87,Aprobado
10000123,Sofia,Gomez,Sanchez,sofia.gomez.10000123@test.com,F,"Don Bosco","La Paz","Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-10000123,MAT100,N001,10500016,Maria,Fernandez,"Licenciado en Matematicas",16,22,4,14,40,Reprobado
10000123,Sofia,Gomez,Sanchez,sofia.gomez.10000123@test.com,F,"Don Bosco","La Paz","Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-10000123,FIS100,N001,10500017,Carlos,Gomez,Fisico,27,10,20,6,36,Reprobado
10000123,Sofia,Gomez,Sanchez,sofia.gomez.10000123@test.com,F,"Don Bosco","La Paz","Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-10000123,INF100,N001,10500018,Paula,Rojas,"Ingeniero Informatico",20,7,8,19,34,Reprobado
10000123,Sofia,Gomez,Sanchez,sofia.gomez.10000123@test.com,F,"Don Bosco","La Paz","Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-10000123,LIN100,N001,10500019,Elena,Martinez,"Licenciado en Filologia",27,32,17,6,55,Reprobado
10000124,Elena,Garcia,Vargas,elena.garcia.10000124@test.com,F,"Don Bosco",Pando,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000124,MAT100,M003,10500008,Gabriela,Garcia,"Licenciado en Matematicas",30,3,15,3,21,Reprobado
10000124,Elena,Garcia,Vargas,elena.garcia.10000124@test.com,F,"Don Bosco",Pando,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000124,FIS100,M003,10500009,Miguel,Perez,Fisico,35,2,0,11,13,Reprobado
10000124,Elena,Garcia,Vargas,elena.garcia.10000124@test.com,F,"Don Bosco",Pando,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000124,INF100,M003,10500010,Valeria,Vargas,"Ingeniero Informatico",40,10,6,2,18,Reprobado
10000124,Elena,Garcia,Vargas,elena.garcia.10000124@test.com,F,"Don Bosco",Pando,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000124,LIN100,M003,10500011,Paula,Sanchez,"Licenciado en Filologia",30,6,17,22,45,Reprobado
10000125,Juan,Lopez,Sanchez,juan.lopez.10000125@test.com,M,"Domingo Savio",Potosi,"Ingenieria en Redes",700,PayPal,REC-TEST-10000125,MAT100,T001,10500012,Andres,Gomez,"Licenciado en Matematicas",34,0,2,29,31,Reprobado
10000125,Juan,Lopez,Sanchez,juan.lopez.10000125@test.com,M,"Domingo Savio",Potosi,"Ingenieria en Redes",700,PayPal,REC-TEST-10000125,FIS100,T001,10500013,Sofia,Rojas,Fisico,40,19,6,25,50,Reprobado
10000125,Juan,Lopez,Sanchez,juan.lopez.10000125@test.com,M,"Domingo Savio",Potosi,"Ingenieria en Redes",700,PayPal,REC-TEST-10000125,INF100,T001,10500014,Marta,Fernandez,"Ingeniero Informatico",20,24,6,25,55,Reprobado
